district,reg_voters,total_votes,total_votes_percent,valid_votes,received_station,received_station_total,candidate,candidate_votes,candidate_votes_percent
MBARARA CITY,114511,55074,48.09,53418,195,195,AMURIAT OBOI PATRICK,1428,2.67
MBARARA CITY,114511,55074,48.09,53418,195,195,KABULETA KIIZA JOSEPH,116,0.22
MBARARA CITY,114511,55074,48.09,53418,195,195,KALEMBE NANCY LINDA,114,0.21
MBARARA CITY,114511,55074,48.09,53418,195,195,KATUMBA JOHN,513,0.96
MBARARA CITY,114511,55074,48.09,53418,195,195,KYAGULANYI SSENTAMU ROBERT,12662,23.7
MBARARA CITY,114511,55074,48.09,53418,195,195,MAO NORBERT,65,0.12
MBARARA CITY,114511,55074,48.09,53418,195,195,MAYAMBALA WILLY,34,0.06
MBARARA CITY,114511,55074,48.09,53418,195,195,MUGISHA MUNTU GREGG,1581,2.96
MBARARA CITY,114511,55074,48.09,53418,195,195,MWESIGYE FRED,53,0.1
MBARARA CITY,114511,55074,48.09,53418,195,195,TUMUKUNDE HENRY KAKURUGU,386,0.72
MBARARA CITY,114511,55074,48.09,53418,195,195,YOWERI MUSEVENI TIBUHABURWA KAGUTA,36466,68.27
MBARARA CITY,114511,55074,48.09,53418,195,195,Invalid Votes,1656,3.01
MITOOMA,111839,67798,60.62,66087,259,259,AMURIAT OBOI PATRICK,1827,2.76
MITOOMA,111839,67798,60.62,66087,259,259,KABULETA KIIZA JOSEPH,129,0.2
MITOOMA,111839,67798,60.62,66087,259,259,KALEMBE NANCY LINDA,220,0.33
MITOOMA,111839,67798,60.62,66087,259,259,KATUMBA JOHN,466,0.71
MITOOMA,111839,67798,60.62,66087,259,259,KYAGULANYI SSENTAMU ROBERT,6561,9.93
MITOOMA,111839,67798,60.62,66087,259,259,MAO NORBERT,101,0.15
MITOOMA,111839,67798,60.62,66087,259,259,MAYAMBALA WILLY,37,0.06
MITOOMA,111839,67798,60.62,66087,259,259,MUGISHA MUNTU GREGG,1356,2.05
MITOOMA,111839,67798,60.62,66087,259,259,MWESIGYE FRED,67,0.1
MITOOMA,111839,67798,60.62,66087,259,259,TUMUKUNDE HENRY KAKURUGU,388,0.59
MITOOMA,111839,67798,60.62,66087,259,259,YOWERI MUSEVENI TIBUHABURWA KAGUTA,54935,83.13
MITOOMA,111839,67798,60.62,66087,259,259,Invalid Votes,1711,2.52
MITYANA,176029,116133,65.97,112617,337,337,AMURIAT OBOI PATRICK,307,0.27
MITYANA,176029,116133,65.97,112617,337,337,KABULETA KIIZA JOSEPH,85,0.08
MITYANA,176029,116133,65.97,112617,337,337,KALEMBE NANCY LINDA,90,0.08
MITYANA,176029,116133,65.97,112617,337,337,KATUMBA JOHN,256,0.23
MITYANA,176029,116133,65.97,112617,337,337,KYAGULANYI SSENTAMU ROBERT,72955,64.78
MITYANA,176029,116133,65.97,112617,337,337,MAO NORBERT,260,0.23
MITYANA,176029,116133,65.97,112617,337,337,MAYAMBALA WILLY,37,0.03
MITYANA,176029,116133,65.97,112617,337,337,MUGISHA MUNTU GREGG,189,0.17
MITYANA,176029,116133,65.97,112617,337,337,MWESIGYE FRED,81,0.07
MITYANA,176029,116133,65.97,112617,337,337,TUMUKUNDE HENRY KAKURUGU,194,0.17
MITYANA,176029,116133,65.97,112617,337,337,YOWERI MUSEVENI TIBUHABURWA KAGUTA,38163,33.89
MITYANA,176029,116133,65.97,112617,337,337,Invalid Votes,3516,3.03
MOROTO,38004,26658,70.15,24433,99,99,AMURIAT OBOI PATRICK,211,0.86
MOROTO,38004,26658,70.15,24433,99,99,KABULETA KIIZA JOSEPH,111,0.45
MOROTO,38004,26658,70.15,24433,99,99,KALEMBE NANCY LINDA,60,0.25
MOROTO,38004,26658,70.15,24433,99,99,KATUMBA JOHN,45,0.18
MOROTO,38004,26658,70.15,24433,99,99,KYAGULANYI SSENTAMU ROBERT,1417,5.8
MOROTO,38004,26658,70.15,24433,99,99,MAO NORBERT,66,0.27
MOROTO,38004,26658,70.15,24433,99,99,MAYAMBALA WILLY,94,0.38
MOROTO,38004,26658,70.15,24433,99,99,MUGISHA MUNTU GREGG,67,0.27
MOROTO,38004,26658,70.15,24433,99,99,MWESIGYE FRED,68,0.28
MOROTO,38004,26658,70.15,24433,99,99,TUMUKUNDE HENRY KAKURUGU,952,3.9
MOROTO,38004,26658,70.15,24433,99,99,YOWERI MUSEVENI TIBUHABURWA KAGUTA,21342,87.35
MOROTO,38004,26658,70.15,24433,99,99,Invalid Votes,2225,8.35
MOYO,45367,26034,57.39,24492,81,81,AMURIAT OBOI PATRICK,483,1.97
MOYO,45367,26034,57.39,24492,81,81,KABULETA KIIZA JOSEPH,191,0.78
MOYO,45367,26034,57.39,24492,81,81,KALEMBE NANCY LINDA,149,0.61
MOYO,45367,26034,57.39,24492,81,81,KATUMBA JOHN,75,0.31
MOYO,45367,26034,57.39,24492,81,81,KYAGULANYI SSENTAMU ROBERT,4648,18.98
MOYO,45367,26034,57.39,24492,81,81,MAO NORBERT,200,0.82
MOYO,45367,26034,57.39,24492,81,81,MAYAMBALA WILLY,37,0.15
MOYO,45367,26034,57.39,24492,81,81,MUGISHA MUNTU GREGG,164,0.67
MOYO,45367,26034,57.39,24492,81,81,MWESIGYE FRED,172,0.7
MOYO,45367,26034,57.39,24492,81,81,TUMUKUNDE HENRY KAKURUGU,146,0.6
MOYO,45367,26034,57.39,24492,81,81,YOWERI MUSEVENI TIBUHABURWA KAGUTA,18227,74.42
MOYO,45367,26034,57.39,24492,81,81,Invalid Votes,1542,5.92
MPIGI,135726,86944,64.06,84386,245,245,AMURIAT OBOI PATRICK,332,0.39
MPIGI,135726,86944,64.06,84386,245,245,KABULETA KIIZA JOSEPH,64,0.08
MPIGI,135726,86944,64.06,84386,245,245,KALEMBE NANCY LINDA,112,0.13
MPIGI,135726,86944,64.06,84386,245,245,KATUMBA JOHN,182,0.22
MPIGI,135726,86944,64.06,84386,245,245,KYAGULANYI SSENTAMU ROBERT,60815,72.07
MPIGI,135726,86944,64.06,84386,245,245,MAO NORBERT,160,0.19
MPIGI,135726,86944,64.06,84386,245,245,MAYAMBALA WILLY,27,0.03
MPIGI,135726,86944,64.06,84386,245,245,MUGISHA MUNTU GREGG,138,0.16
MPIGI,135726,86944,64.06,84386,245,245,MWESIGYE FRED,73,0.09
MPIGI,135726,86944,64.06,84386,245,245,TUMUKUNDE HENRY KAKURUGU,150,0.18
MPIGI,135726,86944,64.06,84386,245,245,YOWERI MUSEVENI TIBUHABURWA KAGUTA,22333,26.47
MPIGI,135726,86944,64.06,84386,245,245,Invalid Votes,2558,2.94
MUBENDE,196565,120287,61.19,114626,383,383,AMURIAT OBOI PATRICK,350,0.31
MUBENDE,196565,120287,61.19,114626,383,383,KABULETA KIIZA JOSEPH,135,0.12
MUBENDE,196565,120287,61.19,114626,383,383,KALEMBE NANCY LINDA,100,0.09
MUBENDE,196565,120287,61.19,114626,383,383,KATUMBA JOHN,196,0.17
MUBENDE,196565,120287,61.19,114626,383,383,KYAGULANYI SSENTAMU ROBERT,40980,35.75
MUBENDE,196565,120287,61.19,114626,383,383,MAO NORBERT,133,0.12
MUBENDE,196565,120287,61.19,114626,383,383,MAYAMBALA WILLY,49,0.04
MUBENDE,196565,120287,61.19,114626,383,383,MUGISHA MUNTU GREGG,328,0.29
MUBENDE,196565,120287,61.19,114626,383,383,MWESIGYE FRED,178,0.16
MUBENDE,196565,120287,61.19,114626,383,383,TUMUKUNDE HENRY KAKURUGU,343,0.3
MUBENDE,196565,120287,61.19,114626,383,383,YOWERI MUSEVENI TIBUHABURWA KAGUTA,71834,62.67
MUBENDE,196565,120287,61.19,114626,383,383,Invalid Votes,5661,4.71
MUKONO,355275,191329,53.85,186974,602,619,AMURIAT OBOI PATRICK,1148,0.61
MUKONO,355275,191329,53.85,186974,602,619,KABULETA KIIZA JOSEPH,270,0.14
MUKONO,355275,191329,53.85,186974,602,619,KALEMBE NANCY LINDA,372,0.2
MUKONO,355275,191329,53.85,186974,602,619,KATUMBA JOHN,856,0.46
MUKONO,355275,191329,53.85,186974,602,619,KYAGULANYI SSENTAMU ROBERT,134591,71.98
MUKONO,355275,191329,53.85,186974,602,619,MAO NORBERT,525,0.28
MUKONO,355275,191329,53.85,186974,602,619,MAYAMBALA WILLY,117,0.06
MUKONO,355275,191329,53.85,186974,602,619,MUGISHA MUNTU GREGG,600,0.32
MUKONO,355275,191329,53.85,186974,602,619,MWESIGYE FRED,185,0.1
MUKONO,355275,191329,53.85,186974,602,619,TUMUKUNDE HENRY KAKURUGU,248,0.13
MUKONO,355275,191329,53.85,186974,602,619,YOWERI MUSEVENI TIBUHABURWA KAGUTA,48062,25.71
MUKONO,355275,191329,53.85,186974,602,619,Invalid Votes,4355,2.28
NABILATUK,21367,16931,79.24,16395,58,58,AMURIAT OBOI PATRICK,15,0.09
NABILATUK,21367,16931,79.24,16395,58,58,KABULETA KIIZA JOSEPH,3,0.02
NABILATUK,21367,16931,79.24,16395,58,58,KALEMBE NANCY LINDA,3,0.02
NABILATUK,21367,16931,79.24,16395,58,58,KATUMBA JOHN,3,0.02
NABILATUK,21367,16931,79.24,16395,58,58,KYAGULANYI SSENTAMU ROBERT,272,1.66
NABILATUK,21367,16931,79.24,16395,58,58,MAO NORBERT,7,0.04
NABILATUK,21367,16931,79.24,16395,58,58,MAYAMBALA WILLY,6,0.04
NABILATUK,21367,16931,79.24,16395,58,58,MUGISHA MUNTU GREGG,2,0.01
NABILATUK,21367,16931,79.24,16395,58,58,MWESIGYE FRED,8,0.05
NABILATUK,21367,16931,79.24,16395,58,58,TUMUKUNDE HENRY KAKURUGU,38,0.23
NABILATUK,21367,16931,79.24,16395,58,58,YOWERI MUSEVENI TIBUHABURWA KAGUTA,16038,97.82
NABILATUK,21367,16931,79.24,16395,58,58,Invalid Votes,536,3.17
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,AMURIAT OBOI PATRICK,59,0.25
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,KABULETA KIIZA JOSEPH,19,0.08
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,KALEMBE NANCY LINDA,24,0.1
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,KATUMBA JOHN,19,0.08
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,KYAGULANYI SSENTAMU ROBERT,978,4.19
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,MAO NORBERT,25,0.11
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,MAYAMBALA WILLY,9,0.04
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,MUGISHA MUNTU GREGG,23,0.1
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,MWESIGYE FRED,31,0.13
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,TUMUKUNDE HENRY KAKURUGU,129,0.55
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,YOWERI MUSEVENI TIBUHABURWA KAGUTA,22029,94.36
NAKAPIRIPIRIT,32661,24490,74.98,23345,78,78,Invalid Votes,1145,4.68
NAKASEKE,107133,73925,69,71029,253,253,AMURIAT OBOI PATRICK,130,0.18
NAKASEKE,107133,73925,69,71029,253,253,KABULETA KIIZA JOSEPH,69,0.1
NAKASEKE,107133,73925,69,71029,253,253,KALEMBE NANCY LINDA,65,0.09
NAKASEKE,107133,73925,69,71029,253,253,KATUMBA JOHN,124,0.17
NAKASEKE,107133,73925,69,71029,253,253,KYAGULANYI SSENTAMU ROBERT,32063,45.14
NAKASEKE,107133,73925,69,71029,253,253,MAO NORBERT,204,0.29
NAKASEKE,107133,73925,69,71029,253,253,MAYAMBALA WILLY,32,0.05
NAKASEKE,107133,73925,69,71029,253,253,MUGISHA MUNTU GREGG,97,0.14
NAKASEKE,107133,73925,69,71029,253,253,MWESIGYE FRED,64,0.09
NAKASEKE,107133,73925,69,71029,253,253,TUMUKUNDE HENRY KAKURUGU,172,0.24
NAKASEKE,107133,73925,69,71029,253,253,YOWERI MUSEVENI TIBUHABURWA KAGUTA,38009,53.51
NAKASEKE,107133,73925,69,71029,253,253,Invalid Votes,2896,3.92
NAKASONGOLA,89647,57372,64,54956,193,193,AMURIAT OBOI PATRICK,286,0.52
NAKASONGOLA,89647,57372,64,54956,193,193,KABULETA KIIZA JOSEPH,55,0.1
NAKASONGOLA,89647,57372,64,54956,193,193,KALEMBE NANCY LINDA,90,0.16
NAKASONGOLA,89647,57372,64,54956,193,193,KATUMBA JOHN,130,0.24
NAKASONGOLA,89647,57372,64,54956,193,193,KYAGULANYI SSENTAMU ROBERT,18213,33.14
NAKASONGOLA,89647,57372,64,54956,193,193,MAO NORBERT,58,0.11
NAKASONGOLA,89647,57372,64,54956,193,193,MAYAMBALA WILLY,20,0.04
NAKASONGOLA,89647,57372,64,54956,193,193,MUGISHA MUNTU GREGG,98,0.18
NAKASONGOLA,89647,57372,64,54956,193,193,MWESIGYE FRED,73,0.13
NAKASONGOLA,89647,57372,64,54956,193,193,TUMUKUNDE HENRY KAKURUGU,110,0.2
NAKASONGOLA,89647,57372,64,54956,193,193,YOWERI MUSEVENI TIBUHABURWA KAGUTA,35823,65.18
NAKASONGOLA,89647,57372,64,54956,193,193,Invalid Votes,2416,4.21
NAMAYINGO,107234,60992,56.88,57882,216,216,AMURIAT OBOI PATRICK,1011,1.75
NAMAYINGO,107234,60992,56.88,57882,216,216,KABULETA KIIZA JOSEPH,281,0.49
NAMAYINGO,107234,60992,56.88,57882,216,216,KALEMBE NANCY LINDA,404,0.7
NAMAYINGO,107234,60992,56.88,57882,216,216,KATUMBA JOHN,178,0.31
NAMAYINGO,107234,60992,56.88,57882,216,216,KYAGULANYI SSENTAMU ROBERT,27651,47.77
NAMAYINGO,107234,60992,56.88,57882,216,216,MAO NORBERT,129,0.22
NAMAYINGO,107234,60992,56.88,57882,216,216,MAYAMBALA WILLY,165,0.29
NAMAYINGO,107234,60992,56.88,57882,216,216,MUGISHA MUNTU GREGG,227,0.39
NAMAYINGO,107234,60992,56.88,57882,216,216,MWESIGYE FRED,253,0.44
NAMAYINGO,107234,60992,56.88,57882,216,216,TUMUKUNDE HENRY KAKURUGU,242,0.42
NAMAYINGO,107234,60992,56.88,57882,216,216,YOWERI MUSEVENI TIBUHABURWA KAGUTA,27341,47.24
NAMAYINGO,107234,60992,56.88,57882,216,216,Invalid Votes,3110,5.1
NAMISINDWA,97191,58675,60.37,55324,254,254,AMURIAT OBOI PATRICK,791,1.43
NAMISINDWA,97191,58675,60.37,55324,254,254,KABULETA KIIZA JOSEPH,91,0.16
NAMISINDWA,97191,58675,60.37,55324,254,254,KALEMBE NANCY LINDA,122,0.22
NAMISINDWA,97191,58675,60.37,55324,254,254,KATUMBA JOHN,81,0.15
NAMISINDWA,97191,58675,60.37,55324,254,254,KYAGULANYI SSENTAMU ROBERT,12780,23.1
NAMISINDWA,97191,58675,60.37,55324,254,254,MAO NORBERT,61,0.11
NAMISINDWA,97191,58675,60.37,55324,254,254,MAYAMBALA WILLY,67,0.12
NAMISINDWA,97191,58675,60.37,55324,254,254,MUGISHA MUNTU GREGG,100,0.18
NAMISINDWA,97191,58675,60.37,55324,254,254,MWESIGYE FRED,530,0.96
NAMISINDWA,97191,58675,60.37,55324,254,254,TUMUKUNDE HENRY KAKURUGU,138,0.25
NAMISINDWA,97191,58675,60.37,55324,254,254,YOWERI MUSEVENI TIBUHABURWA KAGUTA,40563,73.32
NAMISINDWA,97191,58675,60.37,55324,254,254,Invalid Votes,3351,5.71
NAMUTUMBA,121149,71427,58.96,68491,243,243,AMURIAT OBOI PATRICK,537,0.78
NAMUTUMBA,121149,71427,58.96,68491,243,243,KABULETA KIIZA JOSEPH,219,0.32
NAMUTUMBA,121149,71427,58.96,68491,243,243,KALEMBE NANCY LINDA,595,0.87
NAMUTUMBA,121149,71427,58.96,68491,243,243,KATUMBA JOHN,157,0.23
NAMUTUMBA,121149,71427,58.96,68491,243,243,KYAGULANYI SSENTAMU ROBERT,27504,40.16
NAMUTUMBA,121149,71427,58.96,68491,243,243,MAO NORBERT,151,0.22
NAMUTUMBA,121149,71427,58.96,68491,243,243,MAYAMBALA WILLY,131,0.19
NAMUTUMBA,121149,71427,58.96,68491,243,243,MUGISHA MUNTU GREGG,196,0.29
NAMUTUMBA,121149,71427,58.96,68491,243,243,MWESIGYE FRED,350,0.51
NAMUTUMBA,121149,71427,58.96,68491,243,243,TUMUKUNDE HENRY KAKURUGU,224,0.33
NAMUTUMBA,121149,71427,58.96,68491,243,243,YOWERI MUSEVENI TIBUHABURWA KAGUTA,38427,56.11
NAMUTUMBA,121149,71427,58.96,68491,243,243,Invalid Votes,2936,4.11
NAPAK,56678,37372,65.94,34543,145,145,AMURIAT OBOI PATRICK,354,1.02
NAPAK,56678,37372,65.94,34543,145,145,KABULETA KIIZA JOSEPH,23,0.07
NAPAK,56678,37372,65.94,34543,145,145,KALEMBE NANCY LINDA,26,0.08
NAPAK,56678,37372,65.94,34543,145,145,KATUMBA JOHN,22,0.06
NAPAK,56678,37372,65.94,34543,145,145,KYAGULANYI SSENTAMU ROBERT,912,2.64
NAPAK,56678,37372,65.94,34543,145,145,MAO NORBERT,43,0.12
NAPAK,56678,37372,65.94,34543,145,145,MAYAMBALA WILLY,110,0.32
NAPAK,56678,37372,65.94,34543,145,145,MUGISHA MUNTU GREGG,66,0.19
NAPAK,56678,37372,65.94,34543,145,145,MWESIGYE FRED,34,0.1
NAPAK,56678,37372,65.94,34543,145,145,TUMUKUNDE HENRY KAKURUGU,463,1.34
NAPAK,56678,37372,65.94,34543,145,145,YOWERI MUSEVENI TIBUHABURWA KAGUTA,32490,94.06
NAPAK,56678,37372,65.94,34543,145,145,Invalid Votes,2829,7.57
NEBBI,130508,72642,55.66,68563,241,241,AMURIAT OBOI PATRICK,2271,3.31
NEBBI,130508,72642,55.66,68563,241,241,KABULETA KIIZA JOSEPH,369,0.54
NEBBI,130508,72642,55.66,68563,241,241,KALEMBE NANCY LINDA,425,0.62
NEBBI,130508,72642,55.66,68563,241,241,KATUMBA JOHN,328,0.48
NEBBI,130508,72642,55.66,68563,241,241,KYAGULANYI SSENTAMU ROBERT,15421,22.49
NEBBI,130508,72642,55.66,68563,241,241,MAO NORBERT,761,1.11
NEBBI,130508,72642,55.66,68563,241,241,MAYAMBALA WILLY,223,0.33
NEBBI,130508,72642,55.66,68563,241,241,MUGISHA MUNTU GREGG,448,0.65
NEBBI,130508,72642,55.66,68563,241,241,MWESIGYE FRED,563,0.82
NEBBI,130508,72642,55.66,68563,241,241,TUMUKUNDE HENRY KAKURUGU,469,0.68
NEBBI,130508,72642,55.66,68563,241,241,YOWERI MUSEVENI TIBUHABURWA KAGUTA,47285,68.97
NEBBI,130508,72642,55.66,68563,241,241,Invalid Votes,4079,5.62
NGORA,72976,44943,61.59,43174,121,121,AMURIAT OBOI PATRICK,14618,33.86
NGORA,72976,44943,61.59,43174,121,121,KABULETA KIIZA JOSEPH,320,0.74
NGORA,72976,44943,61.59,43174,121,121,KALEMBE NANCY LINDA,392,0.91
NGORA,72976,44943,61.59,43174,121,121,KATUMBA JOHN,105,0.24
NGORA,72976,44943,61.59,43174,121,121,KYAGULANYI SSENTAMU ROBERT,2237,5.18
NGORA,72976,44943,61.59,43174,121,121,MAO NORBERT,165,0.38
NGORA,72976,44943,61.59,43174,121,121,MAYAMBALA WILLY,67,0.16
NGORA,72976,44943,61.59,43174,121,121,MUGISHA MUNTU GREGG,156,0.36
NGORA,72976,44943,61.59,43174,121,121,MWESIGYE FRED,184,0.43
NGORA,72976,44943,61.59,43174,121,121,TUMUKUNDE HENRY KAKURUGU,268,0.62
NGORA,72976,44943,61.59,43174,121,121,YOWERI MUSEVENI TIBUHABURWA KAGUTA,24662,57.12
NGORA,72976,44943,61.59,43174,121,121,Invalid Votes,1769,3.94
NTOROKO,38098,25282,66.36,24526,85,85,AMURIAT OBOI PATRICK,89,0.36
NTOROKO,38098,25282,66.36,24526,85,85,KABULETA KIIZA JOSEPH,61,0.25
NTOROKO,38098,25282,66.36,24526,85,85,KALEMBE NANCY LINDA,68,0.28
NTOROKO,38098,25282,66.36,24526,85,85,KATUMBA JOHN,47,0.19
NTOROKO,38098,25282,66.36,24526,85,85,KYAGULANYI SSENTAMU ROBERT,4212,17.17
NTOROKO,38098,25282,66.36,24526,85,85,MAO NORBERT,28,0.11
NTOROKO,38098,25282,66.36,24526,85,85,MAYAMBALA WILLY,11,0.04
NTOROKO,38098,25282,66.36,24526,85,85,MUGISHA MUNTU GREGG,187,0.76
NTOROKO,38098,25282,66.36,24526,85,85,MWESIGYE FRED,50,0.2
NTOROKO,38098,25282,66.36,24526,85,85,TUMUKUNDE HENRY KAKURUGU,103,0.42
NTOROKO,38098,25282,66.36,24526,85,85,YOWERI MUSEVENI TIBUHABURWA KAGUTA,19670,80.2
NTOROKO,38098,25282,66.36,24526,85,85,Invalid Votes,756,2.99
NTUNGAMO,268541,190770,71.04,186849,481,481,AMURIAT OBOI PATRICK,3227,1.73
NTUNGAMO,268541,190770,71.04,186849,481,481,KABULETA KIIZA JOSEPH,145,0.08
NTUNGAMO,268541,190770,71.04,186849,481,481,KALEMBE NANCY LINDA,300,0.16
NTUNGAMO,268541,190770,71.04,186849,481,481,KATUMBA JOHN,802,0.43
NTUNGAMO,268541,190770,71.04,186849,481,481,KYAGULANYI SSENTAMU ROBERT,12503,6.69
NTUNGAMO,268541,190770,71.04,186849,481,481,MAO NORBERT,159,0.09
NTUNGAMO,268541,190770,71.04,186849,481,481,MAYAMBALA WILLY,53,0.03
NTUNGAMO,268541,190770,71.04,186849,481,481,MUGISHA MUNTU GREGG,7110,3.81
NTUNGAMO,268541,190770,71.04,186849,481,481,MWESIGYE FRED,218,0.12
NTUNGAMO,268541,190770,71.04,186849,481,481,TUMUKUNDE HENRY KAKURUGU,677,0.36
NTUNGAMO,268541,190770,71.04,186849,481,481,YOWERI MUSEVENI TIBUHABURWA KAGUTA,161655,86.52
NTUNGAMO,268541,190770,71.04,186849,481,481,Invalid Votes,3921,2.06
NWOYA,57186,26692,46.68,25140,132,132,AMURIAT OBOI PATRICK,809,3.22
NWOYA,57186,26692,46.68,25140,132,132,KABULETA KIIZA JOSEPH,327,1.3
NWOYA,57186,26692,46.68,25140,132,132,KALEMBE NANCY LINDA,396,1.58
NWOYA,57186,26692,46.68,25140,132,132,KATUMBA JOHN,192,0.76
NWOYA,57186,26692,46.68,25140,132,132,KYAGULANYI SSENTAMU ROBERT,5732,22.8
NWOYA,57186,26692,46.68,25140,132,132,MAO NORBERT,2570,10.22
NWOYA,57186,26692,46.68,25140,132,132,MAYAMBALA WILLY,126,0.5
NWOYA,57186,26692,46.68,25140,132,132,MUGISHA MUNTU GREGG,361,1.44
NWOYA,57186,26692,46.68,25140,132,132,MWESIGYE FRED,450,1.79
NWOYA,57186,26692,46.68,25140,132,132,TUMUKUNDE HENRY KAKURUGU,267,1.06
NWOYA,57186,26692,46.68,25140,132,132,YOWERI MUSEVENI TIBUHABURWA KAGUTA,13910,55.33
NWOYA,57186,26692,46.68,25140,132,132,Invalid Votes,1552,5.81
OBONGI,19321,12883,66.68,11999,44,44,AMURIAT OBOI PATRICK,1102,9.18
OBONGI,19321,12883,66.68,11999,44,44,KABULETA KIIZA JOSEPH,121,1.01
OBONGI,19321,12883,66.68,11999,44,44,KALEMBE NANCY LINDA,39,0.33
OBONGI,19321,12883,66.68,11999,44,44,KATUMBA JOHN,37,0.31
OBONGI,19321,12883,66.68,11999,44,44,KYAGULANYI SSENTAMU ROBERT,2769,23.08
OBONGI,19321,12883,66.68,11999,44,44,MAO NORBERT,56,0.47
OBONGI,19321,12883,66.68,11999,44,44,MAYAMBALA WILLY,7,0.06
OBONGI,19321,12883,66.68,11999,44,44,MUGISHA MUNTU GREGG,53,0.44
OBONGI,19321,12883,66.68,11999,44,44,MWESIGYE FRED,53,0.44
OBONGI,19321,12883,66.68,11999,44,44,TUMUKUNDE HENRY KAKURUGU,86,0.72
OBONGI,19321,12883,66.68,11999,44,44,YOWERI MUSEVENI TIBUHABURWA KAGUTA,7676,63.97
OBONGI,19321,12883,66.68,11999,44,44,Invalid Votes,884,6.86
OMORO,72216,37002,51.24,34445,158,158,AMURIAT OBOI PATRICK,1019,2.96
OMORO,72216,37002,51.24,34445,158,158,KABULETA KIIZA JOSEPH,765,2.22
OMORO,72216,37002,51.24,34445,158,158,KALEMBE NANCY LINDA,532,1.54
OMORO,72216,37002,51.24,34445,158,158,KATUMBA JOHN,215,0.62
OMORO,72216,37002,51.24,34445,158,158,KYAGULANYI SSENTAMU ROBERT,7169,20.81
OMORO,72216,37002,51.24,34445,158,158,MAO NORBERT,2805,8.14
OMORO,72216,37002,51.24,34445,158,158,MAYAMBALA WILLY,201,0.58
OMORO,72216,37002,51.24,34445,158,158,MUGISHA MUNTU GREGG,409,1.19
OMORO,72216,37002,51.24,34445,158,158,MWESIGYE FRED,197,0.57
OMORO,72216,37002,51.24,34445,158,158,TUMUKUNDE HENRY KAKURUGU,231,0.67
OMORO,72216,37002,51.24,34445,158,158,YOWERI MUSEVENI TIBUHABURWA KAGUTA,20902,60.68
OMORO,72216,37002,51.24,34445,158,158,Invalid Votes,2557,6.91
OTUKE,48541,34019,70.08,32078,130,130,AMURIAT OBOI PATRICK,502,1.56
OTUKE,48541,34019,70.08,32078,130,130,KABULETA KIIZA JOSEPH,195,0.61
OTUKE,48541,34019,70.08,32078,130,130,KALEMBE NANCY LINDA,124,0.39
OTUKE,48541,34019,70.08,32078,130,130,KATUMBA JOHN,143,0.45
OTUKE,48541,34019,70.08,32078,130,130,KYAGULANYI SSENTAMU ROBERT,4949,15.43
OTUKE,48541,34019,70.08,32078,130,130,MAO NORBERT,175,0.55
OTUKE,48541,34019,70.08,32078,130,130,MAYAMBALA WILLY,63,0.2
OTUKE,48541,34019,70.08,32078,130,130,MUGISHA MUNTU GREGG,165,0.51
OTUKE,48541,34019,70.08,32078,130,130,MWESIGYE FRED,73,0.23
OTUKE,48541,34019,70.08,32078,130,130,TUMUKUNDE HENRY KAKURUGU,225,0.7
OTUKE,48541,34019,70.08,32078,130,130,YOWERI MUSEVENI TIBUHABURWA KAGUTA,25464,79.38
OTUKE,48541,34019,70.08,32078,130,130,Invalid Votes,1941,5.71
OYAM,184088,102874,55.88,97463,334,334,AMURIAT OBOI PATRICK,1450,1.49
OYAM,184088,102874,55.88,97463,334,334,KABULETA KIIZA JOSEPH,587,0.6
OYAM,184088,102874,55.88,97463,334,334,KALEMBE NANCY LINDA,1762,1.81
OYAM,184088,102874,55.88,97463,334,334,KATUMBA JOHN,545,0.56
OYAM,184088,102874,55.88,97463,334,334,KYAGULANYI SSENTAMU ROBERT,27351,28.06
OYAM,184088,102874,55.88,97463,334,334,MAO NORBERT,819,0.84
OYAM,184088,102874,55.88,97463,334,334,MAYAMBALA WILLY,236,0.24
OYAM,184088,102874,55.88,97463,334,334,MUGISHA MUNTU GREGG,992,1.02
OYAM,184088,102874,55.88,97463,334,334,MWESIGYE FRED,490,0.5
OYAM,184088,102874,55.88,97463,334,334,TUMUKUNDE HENRY KAKURUGU,939,0.96
OYAM,184088,102874,55.88,97463,334,334,YOWERI MUSEVENI TIBUHABURWA KAGUTA,62292,63.91
OYAM,184088,102874,55.88,97463,334,334,Invalid Votes,5411,5.26
PADER,82298,47632,57.88,44388,215,215,AMURIAT OBOI PATRICK,1570,3.54
PADER,82298,47632,57.88,44388,215,215,KABULETA KIIZA JOSEPH,590,1.33
PADER,82298,47632,57.88,44388,215,215,KALEMBE NANCY LINDA,545,1.23
PADER,82298,47632,57.88,44388,215,215,KATUMBA JOHN,353,0.8
